node1 node2 edge_weight
1001503 NPM1 1.877375430002466
1001503 ADCY9 1.877375430002466
1001503 WDR1 1.877375430002466
1001503 SCUBE1 1.877375430002466
1001503 MADD 1.877375430002466
1001503 ARHGEF7 1.877375430002466
1001503 EGFR 1.877375430002466
1001503 KIF13B 1.877375430002466
1001503 AIFM3 1.877375430002466
1001503 MYL12B 1.877375430002466
1001503 SLC6A12 1.877375430002466
1001503 ERN1 1.877375430002466
1001503 NOS1 1.877375430002466
1001503 ITGAL 1.877375430002466
1001503 CRIP2 1.877375430002466
1001503 CALD1 1.877375430002466
1001503 NR1I2 1.877375430002466
1001503 KCNMA1 1.877375430002466
1001503 ZNFX1 1.877375430002466
1001503 ABCA1 1.877375430002466
1001503 PRPF4B 1.8776610732558672
1001503 ADD2 1.8779492583354247
1001503 YWHAG 1.8779530405401583
1001503 MERTK 1.8818388126544536
1001503 PSMD13 1.8824501024530909
1001503 NEDD9 1.8824771363578727
1001503 ACTN3 1.8833353520024736
1001503 CCDC88A 1.8833353520024736
1001503 MKNK2 1.8833353520024736
1001503 VEGFA 1.8833353520024736
1001503 HUWE1 1.8833353520024736
1001503 PDLIM3 1.8833353520024736
1001503 P2RX7 1.8833353520024736
1001503 PLOD1 1.8833353520024736
1001503 LMNA 1.8833353520024736
1001503 CLCA2 1.8833353520024736
1001503 TXNRD1 1.8833353520024736
1001503 ACLY 1.8833353520024736
1001503 EXOSC10 1.8833353520024736
1001503 KDM4B 1.8833353520024736
1001503 FGD4 1.8833353520024736
1001503 ITSN1 1.8833353520024736
1001503 SEMA4D 1.8833353520024736
1001503 NIN 1.8833353520024736
1001503 OSBP2 1.8833353520024736
1001503 PKP1 1.8833353520024736
1001503 DMPK 1.8833353520024736
1001503 PTPN6 1.8833353520024736
1001503 MEFV 1.8833353520024736
1001503 PCLO 1.8833353520024736
1001503 SMTN 1.883621185386093
1001503 NPC1 1.883621185386093
1001503 CKB 1.8844987627795904
1001503 CYP4F11 1.8853822605612287
1001503 ARFGEF2 1.8874791702371023
1001503 PLXNB1 1.8880516294813825
1001503 OSMR 1.888052203854672
1001503 LAMA2 1.8886256198451767
1001503 KDM6B 1.8886256198451767
1001503 AGO2 1.8886256198451767
1001503 HR 1.8886256198451767
1001503 CDH4 1.8886256198451767
1001503 NEDD4 1.8886256198451767
1001503 COL5A2 1.8886256198451767
1001503 MADCAM1 1.8886256198451767
1001503 CADM1 1.8886256198451767
1001503 ABCC1 1.8886256198451767
1001503 SLC22A18 1.8886256198451767
1001503 FBN1 1.8886256198451767
1001503 CDH15 1.8886256198451767
1001503 CIITA 1.8886256198451767
1001503 INPP4B 1.8886256198451767
1001503 KIF1B 1.8886256198451767
1001503 SYMPK 1.8886256198451767
1001503 WRN 1.8886256198451767
1001503 CYP4F2 1.8886256198451767
1001503 NRCAM 1.8894875407073524
1001503 IL12RB1 1.8900619146263595
1001503 PYGL 1.8900640779021585
1001503 PCM1 1.892488147544437
1001503 PIK3R5 1.8927408714697649
1001503 ERCC2 1.892777954150491
1001503 DTNA 1.8933530932365288
1001503 NLRP3 1.8933530932365288
1001503 AOX1 1.8933530932365288
1001503 TUBGCP6 1.8933530932365288
1001503 UTP20 1.8933530932365288
1001503 NEDD4L 1.8933530932365288
1001503 MSR1 1.8933530932365288
1001503 RAPGEF5 1.8933530932365288
1001503 MAGI2 1.8933530932365288
1001503 ATRN 1.8933530932365288
1001503 MYH9 1.8933530932365288
1001503 FBLN2 1.8933530932365288
1001503 LLGL1 1.8933530932365288
1001503 MST1 1.8933530932365288
1001503 ACTN2 1.8933530932365288
1001503 RB1 1.8933530932365288
1001503 POLQ 1.8933530932365288
1001503 DCC 1.8933530932365288
1001503 NCAPD2 1.893640447010487
1001503 CCNF 1.8944159258226017
1001503 BRCA1 1.8945268744876376
1001503 RPS9 1.894844572563992
1001503 ACTG2 1.8956679414761863
1001503 RBCK1 1.8964470977410377
1001503 PABPC1 1.897315141282655
1001503 ARHGAP4 1.8976030440630989
1001503 LRP1 1.8976030440630989
1001503 NRXN2 1.8976030440630989
1001503 DOCK2 1.8976030440630989
1001503 TSC22D1 1.8976030440630989
1001503 BCL3 1.8976030440630989
1001503 POLR2A 1.8976030440630989
1001503 PKD1 1.8976030440630989
1001503 DLC1 1.8976030440630989
1001503 COL9A1 1.8976030440630989
1001503 FLNB 1.8976030440630989
1001503 PRKCA 1.8976030440630989
1001503 PLEKHG2 1.8976030440630989
1001503 ABCC3 1.8976030440630989
1001503 SLC37A4 1.8976030440630989
1001503 SUCLG2 1.8976030440630989
1001503 EIF5A 1.8976030440630989
1001503 ITGA4 1.8976030440630989
1001503 DLG5 1.8976030440630989
1001503 PRKCD 1.8976030440630989
1001503 DMD 1.8976030440630989
1001503 LRPPRC 1.8976030440630989
1001503 TTC39A 1.8978913312585064
1001503 AGL 1.898179859138512
1001503 TACC3 1.900867326519586
1001503 PTPN21 1.901155860192134
1001503 KNTC1 1.901155860192134
1001503 LTBP2 1.9014443457717285
1001503 VAV2 1.9014443457717285
1001503 PDE4DIP 1.9014443457717285
1001503 MYLK 1.9014443457717285
1001503 JAG2 1.9014443457717285
1001503 BAZ2A 1.9014443457717285
1001503 BCL2L11 1.9014443457717285
1001503 SLC11A2 1.9014443457717285
1001503 ATP2A1 1.9014443457717285
1001503 USO1 1.9014443457717285
1001503 PRSS3 1.9014443457717285
1001503 MMP2 1.9014443457717285
1001503 MAN1A1 1.9014443457717285
1001503 GART 1.9014443457717285
1001503 CDH11 1.9014443457717285
1001503 CASP9 1.9017330719765464
1001503 KALRN 1.9049332344795664
1001503 CTBP1 1.9049332344795664
1001503 ABI3BP 1.9049332344795664
1001503 PTPRJ 1.9049332344795664
1001503 CACNA1F 1.9049332344795664
1001503 RAP1GAP 1.9049332344795664
1001503 NF1 1.9049332344795664
1001503 TIMELESS 1.9049332344795664
1001503 PDIA5 1.9049332344795664
1001503 MTA1 1.9049332344795664
1001503 UBE2I 1.9049332344795664
1001503 TJP3 1.9049332344795664
1001503 ERBB2 1.9049332344795664
1001503 A2M 1.9049332344795664
1001503 RXRA 1.9049332344795664
1001503 ATP6V0A4 1.9049332344795664
1001503 F5 1.9052223457689608
1001503 KIF20B 1.906710381976511
1001503 PCSK4 1.908116080318296
1001503 LTBP1 1.908116080318296
1001503 ITGAE 1.908116080318296
1001503 CASQ2 1.908116080318296
1001503 RET 1.908116080318296
1001503 KCNH2 1.908116080318296
1001503 MYBPC3 1.908116080318296
1001503 CYFIP1 1.908116080318296
1001503 ALMS1 1.908116080318296
1001503 PSEN2 1.908116080318296
1001503 COL6A3 1.9084062552592869
1001503 XPO7 1.9086958006525367
1001503 SIRPA 1.9100245194624923
1001503 SPTBN1 1.9104655458172628
1001503 NOTCH4 1.910741519991422
1001503 CES1 1.9110314601201568
1001503 FASN 1.9110314601201568
1001503 SORBS1 1.9110314601201568
1001503 BEST1 1.9110314601201568
1001503 RELN 1.9110314601201568
1001503 CDC25B 1.9110314601201568
1001503 NDRG2 1.9110314601201568
1001503 OGFR 1.9110314601201568
1001503 CTSB 1.9110314601201568
1001503 RALGDS 1.9110314601201568
1001503 KLC1 1.9110314601201568
1001503 REV3L 1.9110314601201568
1001503 ATP4A 1.9110314601201568
1001503 GAA 1.9122549400596245
1001503 HLA-G 1.913693275174097
1001503 NID2 1.913711728647675
1001503 TRIO 1.913711728647675
1001503 FLNC 1.913711728647675
1001503 TBCD 1.913711728647675
1001503 CDC42BPA 1.913711728647675
1001503 ABCC4 1.913711728647675
1001503 COL7A1 1.913711728647675
1001503 DGKG 1.913711728647675
1001503 FGF13 1.913711728647675
1001503 ANPEP 1.9145868532497887
1001503 LAMC2 1.9161842244211216
1001503 PCSK9 1.9161842244211216
1001503 COL11A1 1.9161842244211216
1001503 PDIA6 1.9161842244211216
1001503 PIKFYVE 1.9161842244211216
1001503 PPFIA4 1.9161842244211216
1001503 SPTA1 1.9161842244211216
1001503 CD4 1.9161842244211216
1001503 MYOM1 1.9184722055846093
1001503 NFASC 1.9184722055846093
1001503 MAST3 1.9184722055846093
1001503 PLCB1 1.9184722055846093
1001503 PKHD1 1.9184722055846093
1001503 SYNJ2 1.9184722055846093
1001503 IDUA 1.9184722055846093
1001503 POLE 1.9184722055846093
1001503 AFAP1L2 1.9184722055846093
1001503 ATP6V1B1 1.920595583786696
1001503 NAV2 1.920595583786696
1001503 PFKP 1.920595583786696
1001503 NLRC5 1.920595583786696
1001503 MYOF 1.922571505169192
1001503 NOTCH3 1.922571505169192
1001503 MYO15A 1.922571505169192
1001503 LAMA3 1.922571505169192
1001503 GREB1 1.9244148143783668
1001503 BAIAP2 1.9244148143783668
1001503 NRAP 1.9244148143783668
1001503 PFKL 1.9244148143783668
1001503 LLGL2 1.9244148143783668
1001503 ABCA3 1.9244148143783668
1001503 AKAP12 1.9244148143783668
1001503 PDLIM5 1.9244148143783668
1001503 PTK2B 1.9255492005689057
1001503 ALOX15B 1.9261384281843483
1001503 CELSR2 1.9261384281843483
1001503 MEF2C 1.9261384281843483
1001503 TG 1.9277536386063057
1001503 FLT4 1.9277536386063057
1001503 CROCC 1.9277536386063057
1001503 STAB1 1.9277536386063057
1001503 COL4A1 1.9292703605879
1001503 ABCC8 1.9292703605879
1001503 NFIB 1.9292703605879
1001503 MYH3 1.9292703605879
1001503 RPTOR 1.9292703605879
1001503 VWF 1.9292703605879
1001503 IRF7 1.929523586155813
1001503 FN1 1.9306973357066783
1001503 ANO1 1.9306973357066783
1001503 USH1C 1.9306973357066783
1001503 MYOM2 1.9306973357066783
1001503 IQGAP2 1.9306973357066783
1001503 DOCK9 1.932042300761159
1001503 RAPGEF3 1.932042300761159
1001503 RNF213 1.932042300761159
1001503 ABCA4 1.932042300761159
1001503 CACNA1A 1.932042300761159
1001503 PREX1 1.932042300761159
1001503 MYO9B 1.9333121281030985
1001503 TNS1 1.9333121281030985
1001503 ITPR2 1.9345129430894976
1001503 CELSR1 1.935650222891432
1001503 CENPF 1.935650222891432
1001503 HELZ2 1.935650222891432
1001503 EPS8L2 1.9367288800231628
1001503 LAMA1 1.9367288800231628
1001503 PPP2R2C 1.9367288800231628
1001503 COL5A1 1.9367288800231628
1001503 GALC 1.9367288800231628
1001503 SVIL 1.9367288800231628
1001503 COL4A2 1.939655189083888
1001503 LAMC1 1.9399077761951244
1001503 COL16A1 1.941383359427208
1001503 AMPD3 1.9429605978628144
1001503 AGRN 1.9429605978628144
1001503 C3 1.943698664566656
1001503 PLXNB2 1.944405849818454
1001503 SULT1A1 1.944405849818454
1001503 CACNA1H 1.945084052068129
1001503 FXN 1.945084052068129
1001503 RYR2 1.9457350172796648
1001503 NCOR2 1.946961546326882
1001503 DST 1.946961546326882
1001503 PLEC 1.9475399662752857
1001503 COL5A3 1.948633475520808
1001503 SBNO2 1.9505973288597047
1001503 ABR 1.953459540640864
1001503 SYNE1 1.9563523643127303
1001503 MAP2K3 1.9566313848310664
1001503 RYR1 1.960454687537058
1001503 HLA-DRB1 1.961036556673352
1013792 SYNJ2 1.8833353520024736
1013792 PTPN6 1.8833353520024736
1013792 WWC1 1.8833353520024736
1013792 CYFIP1 1.8833353520024736
1013792 MELK 1.8833353520024736
1013792 PLEC 1.8833353520024736
1013792 CRIP2 1.8833353520024736
1013792 PIDD1 1.8836213284339127
1013792 FST 1.885104674172792
1013792 PCM1 1.8877628338177344
1013792 BCAR1 1.888335745276816
