node1 node2 edge_weight
18 NPM1 1.877375430002466
18 ADCY9 1.877375430002466
18 WDR1 1.877375430002466
18 SCUBE1 1.877375430002466
18 MADD 1.877375430002466
18 ARHGEF7 1.877375430002466
18 EGFR 1.877375430002466
18 KIF13B 1.877375430002466
18 AIFM3 1.877375430002466
18 MYL12B 1.877375430002466
18 SLC6A12 1.877375430002466
18 ERN1 1.877375430002466
18 NOS1 1.877375430002466
18 ITGAL 1.877375430002466
18 CRIP2 1.877375430002466
18 CALD1 1.877375430002466
18 NR1I2 1.877375430002466
18 KCNMA1 1.877375430002466
18 ZNFX1 1.877375430002466
18 ABCA1 1.877375430002466
18 PRPF4B 1.8776610732558672
18 ADD2 1.8779492583354247
18 YWHAG 1.8779530405401583
18 MERTK 1.8818388126544536
18 PSMD13 1.8824501024530909
18 NEDD9 1.8824771363578727
18 ACTN3 1.8833353520024736
18 CCDC88A 1.8833353520024736
18 MKNK2 1.8833353520024736
18 VEGFA 1.8833353520024736
18 HUWE1 1.8833353520024736
18 PDLIM3 1.8833353520024736
18 P2RX7 1.8833353520024736
18 PLOD1 1.8833353520024736
18 LMNA 1.8833353520024736
18 CLCA2 1.8833353520024736
18 TXNRD1 1.8833353520024736
18 ACLY 1.8833353520024736
18 EXOSC10 1.8833353520024736
18 KDM4B 1.8833353520024736
18 FGD4 1.8833353520024736
18 ITSN1 1.8833353520024736
18 SEMA4D 1.8833353520024736
18 NIN 1.8833353520024736
18 OSBP2 1.8833353520024736
18 PKP1 1.8833353520024736
18 DMPK 1.8833353520024736
18 PTPN6 1.8833353520024736
18 MEFV 1.8833353520024736
18 PCLO 1.8833353520024736
18 SMTN 1.883621185386093
18 NPC1 1.883621185386093
18 CKB 1.8844987627795904
18 CYP4F11 1.8853822605612287
18 ARFGEF2 1.8874791702371023
18 PLXNB1 1.8880516294813825
18 OSMR 1.888052203854672
18 LAMA2 1.8886256198451767
18 KDM6B 1.8886256198451767
18 AGO2 1.8886256198451767
18 HR 1.8886256198451767
18 CDH4 1.8886256198451767
18 NEDD4 1.8886256198451767
18 COL5A2 1.8886256198451767
18 MADCAM1 1.8886256198451767
18 CADM1 1.8886256198451767
18 ABCC1 1.8886256198451767
18 SLC22A18 1.8886256198451767
18 FBN1 1.8886256198451767
18 CDH15 1.8886256198451767
18 CIITA 1.8886256198451767
18 INPP4B 1.8886256198451767
18 KIF1B 1.8886256198451767
18 SYMPK 1.8886256198451767
18 WRN 1.8886256198451767
18 CYP4F2 1.8886256198451767
18 NRCAM 1.8894875407073524
18 IL12RB1 1.8900619146263595
18 PYGL 1.8900640779021585
18 PCM1 1.892488147544437
18 PIK3R5 1.8927408714697649
18 ERCC2 1.892777954150491
18 DTNA 1.8933530932365288
18 NLRP3 1.8933530932365288
18 AOX1 1.8933530932365288
18 TUBGCP6 1.8933530932365288
18 UTP20 1.8933530932365288
18 NEDD4L 1.8933530932365288
18 MSR1 1.8933530932365288
18 RAPGEF5 1.8933530932365288
18 MAGI2 1.8933530932365288
18 ATRN 1.8933530932365288
18 MYH9 1.8933530932365288
18 FBLN2 1.8933530932365288
18 LLGL1 1.8933530932365288
18 MST1 1.8933530932365288
18 ACTN2 1.8933530932365288
18 RB1 1.8933530932365288
18 POLQ 1.8933530932365288
18 DCC 1.8933530932365288
18 NCAPD2 1.893640447010487
18 CCNF 1.8944159258226017
18 BRCA1 1.8945268744876376
18 RPS9 1.894844572563992
18 ACTG2 1.8956679414761863
18 RBCK1 1.8964470977410377
18 PABPC1 1.897315141282655
18 ARHGAP4 1.8976030440630989
18 LRP1 1.8976030440630989
18 NRXN2 1.8976030440630989
18 DOCK2 1.8976030440630989
18 TSC22D1 1.8976030440630989
18 BCL3 1.8976030440630989
18 POLR2A 1.8976030440630989
18 PKD1 1.8976030440630989
18 DLC1 1.8976030440630989
18 COL9A1 1.8976030440630989
18 FLNB 1.8976030440630989
18 PRKCA 1.8976030440630989
18 PLEKHG2 1.8976030440630989
18 ABCC3 1.8976030440630989
18 SLC37A4 1.8976030440630989
18 SUCLG2 1.8976030440630989
18 EIF5A 1.8976030440630989
18 ITGA4 1.8976030440630989
18 DLG5 1.8976030440630989
18 PRKCD 1.8976030440630989
18 DMD 1.8976030440630989
18 LRPPRC 1.8976030440630989
18 TTC39A 1.8978913312585064
18 AGL 1.898179859138512
18 TACC3 1.900867326519586
18 PTPN21 1.901155860192134
18 KNTC1 1.901155860192134
18 LTBP2 1.9014443457717285
18 VAV2 1.9014443457717285
18 PDE4DIP 1.9014443457717285
18 MYLK 1.9014443457717285
18 JAG2 1.9014443457717285
18 BAZ2A 1.9014443457717285
18 BCL2L11 1.9014443457717285
18 SLC11A2 1.9014443457717285
18 ATP2A1 1.9014443457717285
18 USO1 1.9014443457717285
18 PRSS3 1.9014443457717285
18 MMP2 1.9014443457717285
18 MAN1A1 1.9014443457717285
